Player,team,Target,Rec,Yard,TD,Att,Yard.1,TD.1,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos,status,cause
DeSean Jackson,WAS,8.0,3.0,15.0,0.0,1.0,9.0,0.0,WR,15.0,2014.0,a,NYG,3.9,7300.0,5.4,5700.0,True,7.0,46.5,-310.0,+260,Questionable,fibula
Reggie Wayne,IND,5.0,4.0,24.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,HOU,2.4,6200.0,5.4,4200.0,True,-7.0,49.0,-330.0,+270,,
Anquan Boldin,SF,4.0,2.0,23.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,SEA,3.3,6900.0,4.3,5000.0,True,9.5,38.5,-500.0,+400,,
Brice Butler,OAK,3.0,3.0,23.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,KAN,3.8,4500.0,5.3,3000.0,True,11.0,41.5,-650.0,+450,,
Russell Shepard,TB,3.0,1.0,23.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,CAR,2.8,4500.0,3.3,3000.0,True,3.5,41.5,-180.0,+160,,
Tavon Austin,STL,4.0,2.0,14.0,0.0,1.0,8.0,0.0,WR,15.0,2014.0,h,ARI,3.2,5800.0,4.2,3200.0,True,-6.0,40.5,-265.0,+225,,
John Brown,ARI,6.0,2.0,22.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,STL,3.2,6600.0,4.2,3600.0,True,6.0,40.5,-265.0,+225,,
Robert Woods,BUF,5.0,2.0,22.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,GNB,3.2,5800.0,4.2,4300.0,True,3.5,50.0,-185.0,+165,,
Damaris Johnson,HOU,3.0,2.0,21.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,IND,3.1,4800.0,4.1,3000.0,True,7.0,49.0,-330.0,+270,,
Josh Morgan,CHI,1.0,0.0,0.0,0.0,1.0,21.0,0.0,WR,15.0,2014.0,h,NOR,2.1,4500.0,2.1,3000.0,True,3.5,53.5,-185.0,+165,,
Michael Crabtree,SF,3.0,3.0,19.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,SEA,3.4,6400.0,4.9,4700.0,True,9.5,38.5,-500.0,+400,,
Rishard Matthews,MIA,5.0,2.0,16.0,0.0,1.0,3.0,0.0,WR,15.0,2014.0,a,NWE,2.9,5000.0,3.9,3000.0,True,9.0,48.0,-460.0,+380,,
Terrance Williams,DAL,4.0,2.0,19.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,PHI,2.9,4500.0,3.9,3000.0,True,3.5,55.0,-175.0,+155,,
Keenan Allen,SD,8.0,3.0,18.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,DEN,3.3,7400.0,4.8,6000.0,True,4.0,49.5,-210.0,+180,,
Santana Moss,WAS,1.0,1.0,18.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,NYG,2.3,4500.0,2.8,3000.0,True,7.0,46.5,-310.0,+260,,
Seyi Ajirotutu,SD,4.0,1.0,17.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,DEN,2.2,4500.0,2.7,3000.0,True,4.0,49.5,-210.0,+180,,
Riley Cooper,PHI,4.0,2.0,17.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,DAL,2.7,5000.0,3.7,3000.0,True,-3.5,55.0,-175.0,+155,,
Vincent Brown,OAK,2.0,2.0,16.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,KAN,2.6,4500.0,3.6,3000.0,True,11.0,41.5,-650.0,+450,,
Cordarrelle Patterson,MIN,3.0,2.0,16.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,DET,2.6,4900.0,3.6,3000.0,True,8.0,42.0,-390.0,+320,Questionable,hamstring
Torrey Smith,BAL,3.0,2.0,16.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,JAC,2.6,6600.0,3.6,5200.0,True,-14.0,44.5,-1150.0,+700,Questionable,knee
Wes Welker,DEN,3.0,2.0,16.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,SDG,2.6,5700.0,3.6,3700.0,True,-4.0,49.5,-210.0,+180,,
Jason Avant,KC,2.0,1.0,14.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,OAK,1.9,5000.0,2.4,3100.0,True,-11.0,41.5,-650.0,+450,,
Kris Durham,TEN,3.0,1.0,14.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,NYJ,1.9,4500.0,2.4,3000.0,True,3.0,41.5,-175.0,+155,,
Marqise Lee,JAC,9.0,4.0,14.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,BAL,3.4,5800.0,5.4,3600.0,True,14.0,44.5,-1150.0,+700,,
Brandon Lloyd,SF,2.0,1.0,12.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,SEA,1.7,4500.0,2.2,3000.0,True,9.5,38.5,-500.0,+400,Questionable,quadriceps
Preston Parker,NYG,4.0,1.0,12.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,WAS,1.7,5200.0,2.2,3400.0,True,-7.0,46.5,-310.0,+260,,
Danny Amendola,NE,1.0,1.0,11.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,MIA,1.6,4500.0,2.1,3000.0,True,-9.0,48.0,-460.0,+380,,
Percy Harvin,NYJ,3.0,0.0,0.0,0.0,1.0,10.0,0.0,WR,15.0,2014.0,a,TEN,1.0,6800.0,1.0,5200.0,True,-3.0,41.5,-175.0,+155,Doubtful,ankle
Travis Benjamin,CLE,1.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,CIN,1.4,5300.0,1.9,3000.0,True,-2.0,43.5,-135.0,+115,,
Chris Owusu,NYJ,1.0,1.0,8.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,TEN,1.3,4500.0,1.8,3000.0,True,-3.0,41.5,-175.0,+155,,
Andrew Hawkins,CLE,4.0,2.0,7.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,CIN,1.7,5800.0,2.7,3900.0,True,-2.0,43.5,-135.0,+115,,
Davante Adams,GB,4.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,BUF,1.1,5900.0,1.6,4200.0,True,-3.5,50.0,-185.0,+165,,
Chris Hogan,BUF,2.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,GNB,1.1,5900.0,1.6,4400.0,True,3.5,50.0,-185.0,+165,,
Mohamed Sanu,CIN,3.0,1.0,4.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,CLE,0.9,6300.0,1.4,4400.0,True,2.0,43.5,-135.0,+115,,
Corey Washington,NYG,1.0,1.0,4.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,WAS,0.9,4500.0,1.4,3000.0,True,-7.0,46.5,-310.0,+260,,
Taylor Gabriel,CLE,2.0,1.0,2.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,CIN,0.7,5100.0,1.2,3000.0,True,-2.0,43.5,-135.0,+115,,
Kamar Aiken,BAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,JAC,0.0,5400.0,0.0,3000.0,True,-14.0,44.5,-1150.0,+700,,
Brenton Bersin,CAR,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,TAM,0.0,4600.0,0.0,3000.0,True,-3.5,41.5,-180.0,+160,,
Jarrett Boykin,GB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,BUF,0.0,4500.0,0.0,3000.0,True,-3.5,50.0,-185.0,+165,,
Corey Fuller,DET,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,MIN,0.0,4500.0,0.0,3000.0,True,-8.0,42.0,-390.0,+320,,
Chris Givens,STL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,ARI,0.0,4500.0,0.0,3000.0,True,-6.0,40.5,-265.0,+225,,
Derek Hagan,TEN,5.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,NYJ,0.0,5200.0,0.0,3300.0,True,3.0,41.5,-175.0,+155,,
Dwayne Harris,DAL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,PHI,0.0,4500.0,0.0,3000.0,True,3.5,55.0,-175.0,+155,,
Brian Hartline,MIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,NWE,0.0,5200.0,0.0,3000.0,True,9.0,48.0,-460.0,+380,,
Jeremy Kerley,NYJ,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,TEN,0.0,4500.0,0.0,3500.0,True,-3.0,41.5,-175.0,+155,,
Jordan Matthews,PHI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,DAL,0.0,7000.0,0.0,5600.0,True,-3.5,55.0,-175.0,+155,,
Robert Meachem,NO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,CHI,0.0,4500.0,0.0,3000.0,True,-3.5,53.5,-185.0,+165,,
Donte Moncrief,IND,4.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,HOU,0.0,5700.0,0.0,4000.0,True,-7.0,49.0,-330.0,+270,,
Lance Moore,PIT,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,ATL,0.0,4700.0,0.0,3000.0,True,-3.0,55.5,-155.0,+135,,
Louis Murphy,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,CAR,0.0,5500.0,0.0,3000.0,True,3.5,41.5,-180.0,+160,,
Jeremy Ross,DET,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,MIN,0.0,4500.0,0.0,3000.0,True,-8.0,42.0,-390.0,+320,,
Ace Sanders,JAC,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,BAL,0.0,4500.0,0.0,3000.0,True,14.0,44.5,-1150.0,+700,,
Brandon Tate,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,CLE,0.0,4600.0,0.0,3000.0,True,2.0,43.5,-135.0,+115,,
Kenbrell Thompkins,OAK,6.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,a,KAN,0.0,4500.0,0.0,3000.0,True,11.0,41.5,-650.0,+450,,
Brian Tyms,NE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,15.0,2014.0,h,MIA,0.0,4500.0,0.0,3000.0,True,-9.0,48.0,-460.0,+380,,
Odell Beckham Jr,NYG,,,,,,,,WR,15.0,2014.0,h,WAS,36.3,8500.0,46.3,8400.0,True,-7.0,46.5,-310.0,+260,,
AJ Green,CIN,,,,,,,,WR,15.0,2014.0,a,CLE,7.4,9000.0,9.9,8500.0,True,2.0,43.5,-135.0,+115,,
TY Hilton,IND,,,,,,,,WR,15.0,2014.0,h,HOU,7.0,8800.0,9.0,8000.0,True,-7.0,49.0,-330.0,+270,,
Marcus Thigpen,BUF,,,,,,,,WR,15.0,2014.0,h,GNB,6.0,4500.0,6.0,3000.0,True,3.5,50.0,-185.0,+165,,
TJ Graham,NYJ,,,,,,,,WR,15.0,2014.0,a,TEN,1.4,4500.0,1.9,3000.0,True,-3.0,41.5,-175.0,+155,,
Ted Ginn Jr,ARI,,,,,,,,WR,15.0,2014.0,a,STL,1.2,4800.0,1.7,3000.0,True,6.0,40.5,-265.0,+225,,
Frankie Hammond,KC,,,,,,,,WR,15.0,2014.0,h,OAK,1.2,4500.0,1.7,3000.0,True,-11.0,41.5,-650.0,+450,,
Marc Mariani,CHI,,,,,,,,WR,15.0,2014.0,h,NOR,0.0,4500.0,0.0,3000.0,True,3.5,53.5,-185.0,+165,,
Marlon Moore,CLE,,,,,,,,WR,15.0,2014.0,h,CIN,0.0,4500.0,0.0,3000.0,True,-2.0,43.5,-135.0,+115,,
Darrius Heyward-Bey,PIT,,,,,,,,WR,15.0,2014.0,a,ATL,0.0,4500.0,0.0,3000.0,True,-3.0,55.5,-155.0,+135,,
Eric Weems,ATL,,,,,,,,WR,15.0,2014.0,h,PIT,0.0,4500.0,0.0,3000.0,True,3.0,55.5,-155.0,+135,,
Ricardo Lockette,SEA,,,,,,,,WR,15.0,2014.0,h,SFO,0.0,4500.0,0.0,3000.0,True,-9.5,38.5,-500.0,+400,,
Quinton Patton,SF,,,,,,,,WR,15.0,2014.0,a,SEA,0.0,4500.0,0.0,3000.0,True,9.5,38.5,-500.0,+400,,
Greg Little,CIN,,,,,,,,WR,15.0,2014.0,a,CLE,0.0,4500.0,0.0,3000.0,True,2.0,43.5,-135.0,+115,,
Marquise Goodwin,BUF,,,,,,,,WR,15.0,2014.0,h,GNB,0.0,4500.0,0.0,3000.0,True,3.5,50.0,-185.0,+165,,
Junior Hemingway,KC,,,,,,,,WR,15.0,2014.0,h,OAK,0.0,4500.0,0.0,3000.0,True,-11.0,41.5,-650.0,+450,Probable,concussion
Brad Smith,PHI,,,,,,,,WR,15.0,2014.0,h,DAL,0.0,4500.0,0.0,3000.0,True,-3.5,55.0,-175.0,+155,,
Keshawn Martin,HOU,,,,,,,,WR,15.0,2014.0,a,IND,0.0,4500.0,0.0,3000.0,True,7.0,49.0,-330.0,+270,,
Andre Caldwell,DEN,,,,,,,,WR,15.0,2014.0,a,SDG,0.0,4500.0,0.0,3000.0,True,-4.0,49.5,-210.0,+180,,
Saalim Hakim,NYJ,,,,,,,,WR,15.0,2014.0,a,TEN,0.0,4500.0,0.0,3000.0,True,-3.0,41.5,-175.0,+155,,
Ryan Grant,WAS,,,,,,,,WR,15.0,2014.0,a,NYG,0.0,4500.0,0.0,3000.0,True,7.0,46.5,-310.0,+260,,
Bryan Walters,SEA,,,,,,,,WR,15.0,2014.0,h,SFO,0.0,4500.0,0.0,3000.0,True,-9.5,38.5,-500.0,+400,,
Rodney Smith,CLE,,,,,,,,WR,15.0,2014.0,h,CIN,0.0,4500.0,0.0,3000.0,True,-2.0,43.5,-135.0,+115,,
Jalen Saunders,NO,,,,,,,,WR,15.0,2014.0,a,CHI,0.0,4500.0,0.0,3000.0,True,-3.5,53.5,-185.0,+165,,
