Player,team,Target,Rec,Yard,TD,Att,Yard.1,TD.1,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos,status,cause
Michael Crabtree,SF,9.0,7.0,76.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,GNB,11.1,5500.0,,,False,5.0,46.5,-265.0,+225,,
Nate Burleson,DET,8.0,6.0,69.0,0.0,1.0,6.0,0.0,WR,1.0,2012.0,h,STL,10.5,5000.0,,,False,-8.5,46.5,-420.0,+350,,
Danny Amendola,STL,9.0,5.0,70.0,0.0,1.0,2.0,0.0,WR,1.0,2012.0,a,DET,9.7,4900.0,,,False,8.5,46.5,-420.0,+350,,
Mike Williams,TB,3.0,2.0,12.0,1.0,0.0,0.0,0.0,WR,1.0,2012.0,h,CAR,8.2,5400.0,,,False,3.0,45.5,-155.0,+135,,
Marques Colston,NO,11.0,4.0,71.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,WAS,7.1,6600.0,,,False,-8.5,50.0,-405.0,+335,Questionable,foot
Torrey Smith,BAL,3.0,2.0,57.0,0.0,1.0,13.0,0.0,WR,1.0,2012.0,h,CIN,8.0,5800.0,,,False,-7.0,43.0,-350.0,+290,,
Brandon Lloyd,NE,8.0,5.0,69.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,TEN,9.4,6100.0,,,False,-5.5,48.0,-250.0,+210,,
Santonio Holmes,NYJ,8.0,4.0,68.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,BUF,8.8,5700.0,,,False,-3.0,39.0,-150.0,+130,Probable,ribs
Laurent Robinson,JAC,9.0,5.0,66.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,MIN,9.1,5400.0,,,False,3.5,38.0,-195.0,+170,,
Jordy Nelson,GB,7.0,5.0,64.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SFO,10.9,6900.0,,,False,-5.0,46.5,-265.0,+225,,
Larry Fitzgerald,ARI,11.0,4.0,63.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SEA,8.3,8000.0,,,False,3.0,41.0,-145.0,+125,,
Louis Murphy,CAR,5.0,3.0,63.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,TAM,7.8,4600.0,,,False,-3.0,45.5,-155.0,+135,,
Devin Aromashodu,MIN,3.0,3.0,61.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,JAC,7.6,4500.0,,,False,-3.5,38.0,-195.0,+170,,
Victor Cruz,NYG,11.0,6.0,58.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,DAL,8.8,7200.0,,,False,-3.5,45.5,-195.0,+170,,
Domenik Hixon,NYG,5.0,3.0,55.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,DAL,7.0,4500.0,,,False,-3.5,45.5,-195.0,+170,,
Emmanuel Sanders,PIT,8.0,4.0,55.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,DEN,7.5,4700.0,,,False,2.5,45.5,-140.0,+120,,
Eric Decker,DEN,7.0,5.0,54.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,PIT,7.9,6000.0,,,False,-2.5,45.5,-140.0,+120,,
Dwayne Bowe,KC,6.0,3.0,53.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,ATL,6.8,6500.0,,,False,2.5,43.0,-135.0,+115,,
Earl Bennett,CHI,4.0,3.0,50.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,IND,6.5,4600.0,,,False,-10.0,42.5,-525.0,+400,,
Brian Hartline,MIA,8.0,3.0,50.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,HOU,6.5,4700.0,,,False,13.0,41.5,-900.0,+600,Probable,calf
Robert Meachem,SD,2.0,2.0,49.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,OAK,5.9,6000.0,,,False,1.0,47.5,-120.0,+100,,
Travis Benjamin,CLE,6.0,1.0,12.0,0.0,1.0,35.0,0.0,WR,1.0,2012.0,h,PHI,5.2,0.0,,,False,9.0,42.5,-450.0,+370,,
Vincent Jackson,TB,10.0,4.0,47.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,CAR,6.7,6500.0,,,False,3.0,45.5,-155.0,+135,,
Santana Moss,WAS,5.0,3.0,47.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,NOR,6.2,5300.0,,,False,8.5,50.0,-405.0,+335,,
Jacoby Jones,BAL,3.0,3.0,46.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,CIN,6.1,4600.0,,,False,-7.0,43.0,-350.0,+290,,
Davone Bess,MIA,7.0,5.0,45.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,HOU,7.0,4700.0,,,False,13.0,41.5,-900.0,+600,,
Michael Jenkins,MIN,5.0,3.0,45.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,JAC,6.0,4600.0,,,False,-3.5,38.0,-195.0,+170,,
Derek Hagan,OAK,5.0,4.0,44.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SDG,6.4,4500.0,,,False,-1.0,47.5,-120.0,+100,,
Darrius Heyward-Bey,OAK,5.0,3.0,43.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SDG,5.8,5400.0,,,False,-1.0,47.5,-120.0,+100,,
Mohamed Massaquoi,CLE,8.0,3.0,41.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,PHI,5.6,4600.0,,,False,9.0,42.5,-450.0,+370,,
Hakeem Nicks,NYG,6.0,4.0,38.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,DAL,5.8,7600.0,,,False,-3.5,45.5,-195.0,+170,Probable,foot
Early Doucet,ARI,3.0,3.0,37.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SEA,5.2,4600.0,,,False,3.0,41.0,-145.0,+125,,
Kendall Wright,TEN,6.0,5.0,37.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,NWE,6.2,5300.0,,,False,5.5,48.0,-250.0,+210,,
Greg Jennings,GB,9.0,5.0,34.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SFO,5.9,7600.0,,,False,-5.0,46.5,-265.0,+225,,
Damian Williams,TEN,6.0,5.0,33.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,NWE,5.8,4500.0,,,False,5.5,48.0,-250.0,+210,,
Harry Douglas,ATL,4.0,3.0,32.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,KAN,4.7,4600.0,,,False,-2.5,43.0,-135.0,+115,,
Josh Gordon,CLE,4.0,2.0,32.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,PHI,4.2,4600.0,,,False,9.0,42.5,-450.0,+370,,
David Nelson,BUF,5.0,2.0,31.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,NYJ,4.1,4700.0,,,False,3.0,39.0,-150.0,+130,,
Steve Breaston,KC,4.0,2.0,30.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,ATL,4.0,4700.0,,,False,2.5,43.0,-135.0,+115,,
Mario Manningham,SF,4.0,4.0,29.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,GNB,4.9,5300.0,,,False,5.0,46.5,-265.0,+225,,
Jason Avant,PHI,5.0,4.0,27.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,CLE,4.7,4600.0,,,False,-9.0,42.5,-450.0,+370,,
Kris Adams,IND,4.0,2.0,26.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,CHI,3.6,0.0,,,False,10.0,42.5,-525.0,+400,,
Brandon Stokley,DEN,3.0,2.0,26.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,PIT,3.6,4500.0,,,False,-2.5,45.5,-140.0,+120,,
Deonte Thompson,BAL,2.0,1.0,25.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,CIN,3.0,0.0,,,False,-7.0,43.0,-350.0,+290,,
Titus Young,DET,3.0,1.0,14.0,0.0,1.0,11.0,0.0,WR,1.0,2012.0,h,STL,3.0,5500.0,,,False,-8.5,46.5,-420.0,+350,,
Justin Blackmon,JAC,6.0,3.0,24.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,MIN,5.9,5700.0,,,False,3.5,38.0,-195.0,+170,Probable,ankle
Devin Hester,CHI,2.0,2.0,27.0,0.0,1.0,-4.0,0.0,WR,1.0,2012.0,h,IND,3.3,4600.0,,,False,-10.0,42.5,-525.0,+400,,
Josh Morgan,WAS,2.0,1.0,21.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,NOR,2.6,4600.0,,,False,8.5,50.0,-405.0,+335,,
Eddie Royal,SD,2.0,2.0,4.0,0.0,2.0,12.0,0.0,WR,1.0,2012.0,a,OAK,2.6,4700.0,,,False,1.0,47.5,-120.0,+100,Questionable,groin
Steve Smith,STL,3.0,1.0,16.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,DET,2.1,4700.0,,,False,8.5,46.5,-420.0,+350,,
Kevin Walter,HOU,2.0,2.0,16.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,MIA,2.6,4600.0,,,False,-13.0,41.5,-900.0,+600,,
Charly Martin,SEA,2.0,1.0,15.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,ARI,2.0,0.0,,,False,-3.0,41.0,-145.0,+125,,
Wes Welker,NE,5.0,3.0,14.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,TEN,2.9,7300.0,,,False,-5.5,48.0,-250.0,+210,,
Matt Willis,DEN,1.0,1.0,14.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,PIT,1.9,4500.0,,,False,-2.5,45.5,-140.0,+120,,
Devery Henderson,NO,2.0,1.0,11.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,WAS,1.6,4600.0,,,False,-8.5,50.0,-405.0,+335,,
LaVon Brazill,IND,1.0,1.0,10.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,CHI,-0.5,0.0,,,False,10.0,42.5,-525.0,+400,,
Damaris Johnson,PHI,3.0,1.0,10.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,CLE,1.5,0.0,,,False,-9.0,42.5,-450.0,+370,,
Lestar Jean,HOU,2.0,1.0,9.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,MIA,1.4,0.0,,,False,-13.0,41.5,-900.0,+600,,
Lavelle Hawkins,TEN,4.0,2.0,8.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,NWE,1.8,4500.0,,,False,5.5,48.0,-250.0,+210,,
Chaz Schilens,NYJ,1.0,1.0,8.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,BUF,1.3,4600.0,,,False,-3.0,39.0,-150.0,+130,Probable,ankle
Julian Edelman,NE,2.0,1.0,7.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,TEN,1.2,4500.0,,,False,-5.5,48.0,-250.0,+210,,
Brandon Banks,WAS,1.0,1.0,6.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,NOR,1.1,4500.0,,,False,8.5,50.0,-405.0,+335,,
Doug Baldwin,SEA,6.0,2.0,5.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,ARI,1.5,5000.0,,,False,-3.0,41.0,-145.0,+125,Questionable,hamstring
Kealoha Pilares,CAR,1.0,0.0,0.0,0.0,1.0,5.0,0.0,WR,1.0,2012.0,a,TAM,0.5,4500.0,,,False,-3.0,45.5,-155.0,+135,,
Brandon Tate,CIN,2.0,1.0,3.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,BAL,0.8,4500.0,,,False,7.0,43.0,-350.0,+290,,
Kyle Williams,SF,0.0,0.0,0.0,0.0,1.0,3.0,0.0,WR,1.0,2012.0,a,GNB,0.3,4500.0,,,False,5.0,46.5,-265.0,+225,,
Ramses Barden,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,DAL,0.0,4500.0,,,False,-3.5,45.5,-195.0,+170,,
Cole Beasley,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,NYG,0.0,4500.0,,,False,3.5,45.5,-195.0,+170,,
Jerricho Cotchery,PIT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,DEN,0.0,4600.0,,,False,2.5,45.5,-140.0,+120,,
Michael Floyd,ARI,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,SEA,0.0,5400.0,,,False,3.0,41.0,-145.0,+125,,
Dwayne Harris,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,NYG,0.0,4500.0,,,False,3.5,45.5,-195.0,+170,,
Greg Little,CLE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,PHI,0.0,5400.0,,,False,9.0,42.5,-450.0,+370,,
Keshawn Martin,HOU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,MIA,0.0,4500.0,,,False,-13.0,41.5,-900.0,+600,,
Legedu Naanee,MIA,2.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,HOU,0.0,4600.0,,,False,13.0,41.5,-900.0,+600,,
Ben Obomanu,SEA,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,a,ARI,0.0,4600.0,,,False,-3.0,41.0,-145.0,+125,,
Preston Parker,TB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,CAR,0.0,4600.0,,,False,3.0,45.5,-155.0,+135,,
Rueben Randle,NYG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,1.0,2012.0,h,DAL,0.0,5000.0,,,False,-3.5,45.5,-195.0,+170,,
Dexter McCluster,KC,,,,,,,,WR,1.0,2012.0,h,ATL,11.2,4500.0,,,False,2.5,43.0,-135.0,+115,,
AJ Green,CIN,,,,,,,,WR,1.0,2012.0,a,BAL,9.5,7500.0,,,False,7.0,43.0,-350.0,+290,,
Braylon Edwards,NYJ,,,,,,,,WR,1.0,2012.0,h,BUF,6.8,0.0,,,False,-3.0,39.0,-150.0,+130,,
Armon Binns,MIA,,,,,,,,WR,1.0,2012.0,a,HOU,4.8,4600.0,,,False,13.0,41.5,-900.0,+600,,
Anthony Armstrong,DAL,,,,,,,,WR,1.0,2012.0,a,NYG,0.8,4500.0,,,False,3.5,45.5,-195.0,+170,,
Stephen Burton,MIN,,,,,,,,WR,1.0,2012.0,h,JAC,0.0,4500.0,,,False,-3.5,38.0,-195.0,+170,,
Patrick Turner,NYJ,,,,,,,,WR,1.0,2012.0,h,BUF,0.0,4500.0,,,False,-3.0,39.0,-150.0,+130,Questionable,hamstring
Marlon Moore,MIA,,,,,,,,WR,1.0,2012.0,a,HOU,0.0,4500.0,,,False,13.0,41.5,-900.0,+600,,
Trindon Holliday,DEN,,,,,,,,WR,1.0,2012.0,h,PIT,0.0,4500.0,,,False,-2.5,45.5,-140.0,+120,,
Eric Weems,CHI,,,,,,,,WR,1.0,2012.0,h,IND,0.0,4500.0,,,False,-10.0,42.5,-525.0,+400,,
Terrance Copper,KC,,,,,,,,WR,1.0,2012.0,h,ATL,0.0,4500.0,,,False,2.5,43.0,-135.0,+115,,
Courtney Roby,NO,,,,,,,,WR,1.0,2012.0,h,WAS,0.0,4500.0,,,False,-8.5,50.0,-405.0,+335,,
Ruvell Martin,BUF,,,,,,,,WR,1.0,2012.0,a,NYJ,0.0,4500.0,,,False,3.0,39.0,-150.0,+130,,
Micheal Spurlock,SD,,,,,,,,WR,1.0,2012.0,a,OAK,0.0,4500.0,,,False,1.0,47.5,-120.0,+100,,
Marvin Jones,CIN,,,,,,,,WR,1.0,2012.0,a,BAL,0.0,4600.0,,,False,7.0,43.0,-350.0,+290,,
Leonard Hankerson,WAS,,,,,,,,WR,1.0,2012.0,a,NOR,0.0,4900.0,,,False,8.5,50.0,-405.0,+335,,
Sammie Stroughter,TB,,,,,,,,WR,1.0,2012.0,h,CAR,0.0,4500.0,,,False,3.0,45.5,-155.0,+135,,
Jon Baldwin,KC,,,,,,,,WR,1.0,2012.0,h,ATL,0.0,4500.0,,,False,2.5,43.0,-135.0,+115,,
Tandon Doss,BAL,,,,,,,,WR,1.0,2012.0,h,CIN,0.0,4500.0,,,False,-7.0,43.0,-350.0,+290,,
Richard Goodman,SD,,,,,,,,WR,1.0,2012.0,a,OAK,0.0,4500.0,,,False,1.0,47.5,-120.0,+100,,
Donald Driver,GB,,,,,,,,WR,1.0,2012.0,h,SFO,0.0,4600.0,,,False,-5.0,46.5,-265.0,+225,,
Matthew Slater,NE,,,,,,,,WR,1.0,2012.0,a,TEN,0.0,4500.0,,,False,-5.5,48.0,-250.0,+210,,
Armanti Edwards,CAR,,,,,,,,WR,1.0,2012.0,a,TAM,0.0,4500.0,,,False,-3.0,45.5,-155.0,+135,,
Joshua Cribbs,CLE,,,,,,,,WR,1.0,2012.0,h,PHI,0.0,4500.0,,,False,9.0,42.5,-450.0,+370,,
Mike Thomas,DET,,,,,,,,WR,1.0,2012.0,h,STL,-0.1,4600.0,,,False,-8.5,46.5,-420.0,+350,,
Jordy Nelson,GB,15.0,9.0,162.0,3.0,0.0,0.0,0.0,WR,17.0,2011.0,h,DET,38.7,6700.0,,,False,6.5,41.5,-280.0,+240,,
Calvin Johnson,DET,17.0,11.0,244.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,GNB,35.9,8500.0,,,False,-6.5,41.5,-280.0,+240,,
Marques Colston,NO,10.0,7.0,145.0,2.0,0.0,0.0,0.0,WR,17.0,2011.0,h,CAR,30.0,7200.0,,,False,-7.0,55.0,-300.0,+250,,
Victor Cruz,NYG,11.0,6.0,178.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,DAL,26.8,7500.0,,,False,-3.0,48.0,-165.0,+145,,
Michael Crabtree,SF,10.0,8.0,86.0,2.0,1.0,6.0,0.0,WR,17.0,2011.0,a,STL,25.7,6300.0,,,False,-12.5,34.5,-775.0,+550,,
Julio Jones,ATL,5.0,4.0,76.0,2.0,1.0,9.0,0.0,WR,17.0,2011.0,h,TAM,22.5,6900.0,,,False,-10.0,45.5,-450.0,+350,,
Darrius Heyward-Bey,OAK,17.0,9.0,130.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,SDG,23.5,6200.0,,,False,-2.5,50.0,-140.0,+120,,
Percy Harvin,MIN,16.0,10.0,115.0,0.0,5.0,13.0,1.0,WR,17.0,2011.0,h,CHI,23.8,7300.0,,,False,-2.5,42.0,-145.0,+125,,
Malcom Floyd,SD,9.0,7.0,127.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,OAK,22.2,6200.0,,,False,2.5,50.0,-140.0,+120,,
Laurent Robinson,DAL,5.0,4.0,61.0,2.0,0.0,0.0,0.0,WR,17.0,2011.0,a,NYG,20.1,6300.0,,,False,3.0,48.0,-165.0,+145,Probable,shoulder
Dezmon Briscoe,TB,11.0,8.0,53.0,2.0,0.0,0.0,0.0,WR,17.0,2011.0,a,ATL,21.3,5300.0,,,False,10.0,45.5,-450.0,+350,,
Brandon Lloyd,STL,11.0,6.0,100.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,SFO,19.0,6400.0,,,False,12.5,34.5,-775.0,+550,,
Austin Collie,IND,11.0,9.0,96.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,JAC,20.1,5000.0,,,False,3.0,36.5,-165.0,+145,,
Nate Washington,TEN,9.0,4.0,92.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,HOU,17.2,6300.0,,,False,-2.5,38.5,-135.0,+115,,
Larry Fitzgerald,ARI,18.0,9.0,149.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,SEA,19.4,7800.0,,,False,-2.5,40.5,-140.0,+120,,
Steve Smith,CAR,7.0,6.0,86.0,1.0,1.0,1.0,0.0,WR,17.0,2011.0,a,NOR,15.7,7600.0,,,False,7.0,55.0,-300.0,+250,,
DeSean Jackson,PHI,6.0,4.0,86.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,WAS,16.6,6600.0,,,False,-7.5,44.5,-340.0,+280,,
Titus Young,DET,8.0,4.0,24.0,2.0,0.0,0.0,0.0,WR,17.0,2011.0,a,GNB,16.4,5400.0,,,False,-6.5,41.5,-280.0,+240,,
Hakeem Nicks,NYG,6.0,5.0,76.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,DAL,16.1,7600.0,,,False,-3.0,48.0,-165.0,+145,Probable,hamstring
Vincent Jackson,SD,5.0,2.0,29.0,1.0,1.0,41.0,0.0,WR,17.0,2011.0,a,OAK,14.0,6900.0,,,False,2.5,50.0,-140.0,+120,Doubtful,groin
Ricardo Lockette,SEA,2.0,1.0,61.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,ARI,12.6,,,,False,2.5,40.5,-140.0,+120,,
Roy Williams,CHI,7.0,4.0,60.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,MIN,14.0,4700.0,,,False,2.5,42.0,-145.0,+125,,
Donald Driver,GB,4.0,2.0,52.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,DET,12.2,5300.0,,,False,6.5,41.5,-280.0,+240,,
Bryant Johnson,HOU,2.0,2.0,45.0,1.0,1.0,1.0,0.0,WR,17.0,2011.0,h,TEN,11.6,4500.0,,,False,2.5,38.5,-135.0,+115,Questionable,thigh
Donnie Avery,TEN,6.0,3.0,45.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,HOU,12.0,4500.0,,,False,-2.5,38.5,-135.0,+115,,
Jeremy Maclin,PHI,13.0,8.0,105.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,WAS,14.5,6600.0,,,False,-7.5,44.5,-340.0,+280,,
Denarius Moore,OAK,6.0,3.0,101.0,0.0,1.0,3.0,0.0,WR,17.0,2011.0,h,SDG,11.9,5100.0,,,False,-2.5,50.0,-140.0,+120,,
Steve Johnson,BUF,7.0,4.0,40.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,NWE,12.0,6700.0,,,False,10.5,50.0,-600.0,+425,,
Louis Murphy,OAK,6.0,5.0,72.0,0.0,1.0,27.0,0.0,WR,17.0,2011.0,h,SDG,12.4,5000.0,,,False,-2.5,50.0,-140.0,+120,,
Dwayne Bowe,KC,7.0,6.0,93.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,DEN,12.3,6900.0,,,False,2.5,37.5,-130.0,+110,,
Antonio Brown,PIT,10.0,6.0,90.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,CLE,12.0,6600.0,,,False,-7.0,33.0,-330.0,+270,,
Derek Hagan,BUF,10.0,7.0,89.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,NWE,12.4,4700.0,,,False,10.5,50.0,-600.0,+425,,
James Jones,GB,8.0,6.0,89.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,DET,11.9,5600.0,,,False,6.5,41.5,-280.0,+240,,
Jeremy Kerley,NYJ,6.0,4.0,71.0,0.0,1.0,16.0,0.0,WR,17.0,2011.0,a,MIA,12.34,4600.0,,,False,2.0,39.0,-130.0,+110,,
Chastin West,JAC,2.0,1.0,23.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,IND,8.8,4700.0,,,False,-3.0,36.5,-165.0,+145,,
Preston Parker,TB,6.0,4.0,74.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,ATL,9.4,4800.0,,,False,10.0,45.5,-450.0,+350,Probable,concussion
Reggie Wayne,IND,11.0,8.0,73.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,JAC,11.3,6700.0,,,False,3.0,36.5,-165.0,+145,,
Dez Bryant,DAL,8.0,6.0,70.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,NYG,10.0,7200.0,,,False,3.0,48.0,-165.0,+145,,
Patrick Turner,NYJ,2.0,1.0,10.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,a,MIA,7.5,4500.0,,,False,2.0,39.0,-130.0,+110,,
Roddy White,ATL,9.0,4.0,69.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,TAM,8.9,8500.0,,,False,-10.0,45.5,-450.0,+350,,
Chad Hall,PHI,1.0,1.0,7.0,1.0,0.0,0.0,0.0,WR,17.0,2011.0,h,WAS,7.2,4500.0,,,False,-7.5,44.5,-340.0,+280,,
Plaxico Burress,NYJ,5.0,4.0,57.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,MIA,7.7,5400.0,,,False,2.0,39.0,-130.0,+110,,
Devery Henderson,NO,2.0,2.0,48.0,0.0,1.0,9.0,0.0,WR,17.0,2011.0,h,CAR,6.7,4500.0,,,False,-7.0,55.0,-300.0,+250,,
Nate Burleson,DET,11.0,6.0,45.0,0.0,1.0,9.0,0.0,WR,17.0,2011.0,a,GNB,8.4,6000.0,,,False,-6.5,41.5,-280.0,+240,,
Jerome Simpson,CIN,10.0,5.0,54.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,BAL,7.9,5000.0,,,False,3.0,37.5,-145.0,+125,,
Devin Aromashodu,MIN,11.0,3.0,53.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,CHI,6.8,4800.0,,,False,-2.5,42.0,-145.0,+125,,
Wes Welker,NE,11.0,6.0,51.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,BUF,8.1,8200.0,,,False,-10.5,50.0,-600.0,+425,Questionable,knee
Brandon Marshall,MIA,8.0,5.0,50.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,NYJ,7.5,7200.0,,,False,-2.0,39.0,-130.0,+110,Questionable,knee
Davone Bess,MIA,6.0,6.0,45.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,NYJ,7.5,5000.0,,,False,-2.0,39.0,-130.0,+110,,
Santana Moss,WAS,9.0,3.0,45.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,PHI,6.0,6300.0,,,False,7.5,44.5,-340.0,+280,,
Jason Avant,PHI,6.0,4.0,42.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,WAS,6.2,4800.0,,,False,-7.5,44.5,-340.0,+280,,
Ruvell Martin,BUF,5.0,4.0,42.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,NWE,6.2,4600.0,,,False,10.5,50.0,-600.0,+425,,
Golden Tate,SEA,6.0,5.0,46.0,0.0,1.0,-5.0,0.0,WR,17.0,2011.0,a,ARI,6.6,5000.0,,,False,2.5,40.5,-140.0,+120,,
Doug Baldwin,SEA,4.0,3.0,40.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,ARI,5.5,5000.0,,,False,2.5,40.5,-140.0,+120,,
Jacoby Jones,HOU,7.0,3.0,35.0,0.0,1.0,4.0,0.0,WR,17.0,2011.0,h,TEN,5.4,4800.0,,,False,2.5,38.5,-135.0,+115,,
Andrew Hawkins,CIN,4.0,3.0,34.0,0.0,1.0,3.0,0.0,WR,17.0,2011.0,h,BAL,5.2,4600.0,,,False,3.0,37.5,-145.0,+125,,
Ben Obomanu,SEA,7.0,3.0,37.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,a,ARI,5.2,4800.0,,,False,2.5,40.5,-140.0,+120,Questionable,knee
Danario Alexander,STL,7.0,3.0,36.0,0.0,0.0,0.0,0.0,WR,17.0,2011.0,h,SFO,5.1,4800.0,,,False,12.5,34.5,-775.0,+550,,
