Player,team,Target,Rec,Yard,TD,pos,week,year,h/a,oppt,fd_points,fd_salary,dk_points,dk_salary,all_data,spread,total,money_odds_neg,money_odds_pos
Jermaine Gresham,ARI,1.0,0.0,0.0,0.0,TE,6.0,2015.0,a,PIT,0.0,4500.0,0.0,2500.0,True,-5.5,45.0,-250.0,+210
Vernon Davis,SF,1.0,0.0,0.0,0.0,TE,6.0,2015.0,h,BAL,0.0,4900.0,0.0,3000.0,True,2.5,43.5,-145.0,+125
Garrett Celek,SF,2.0,0.0,0.0,0.0,TE,6.0,2015.0,h,BAL,0.0,4500.0,0.0,2500.0,True,2.5,43.5,-145.0,+125
Demetrius Harris,KC,2.0,2.0,15.0,0.0,TE,6.0,2015.0,a,MIN,2.5,0.0,3.5,2500.0,True,3.5,43.0,-180.0,+160
Anthony Fasano,TEN,3.0,2.0,1.0,0.0,TE,6.0,2015.0,h,MIA,1.1,5000.0,2.1,2500.0,True,-2.5,43.5,-140.0,+120
Heath Miller,PIT,1.0,1.0,5.0,0.0,TE,6.0,2015.0,h,ARI,1.0,5500.0,1.5,3100.0,True,5.5,45.0,-250.0,+210
Jack Doyle,IND,2.0,2.0,7.0,0.0,TE,6.0,2015.0,h,NWE,1.7,4500.0,2.7,2500.0,True,9.0,54.0,-390.0,+320
Marcedes Lewis,JAC,2.0,1.0,8.0,0.0,TE,6.0,2015.0,h,HOU,1.3,4700.0,1.8,2700.0,True,-3.0,43.0,-150.0,+130
Darren Fells,ARI,2.0,1.0,9.0,0.0,TE,6.0,2015.0,a,PIT,1.4,4800.0,1.9,2500.0,True,-5.5,45.0,-250.0,+210
Vance McDonald,SF,1.0,1.0,10.0,0.0,TE,6.0,2015.0,h,BAL,1.5,4600.0,2.0,2500.0,True,2.5,43.5,-145.0,+125
Rhett Ellison,MIN,2.0,1.0,11.0,0.0,TE,6.0,2015.0,h,KAN,1.6,4500.0,2.1,2500.0,True,-3.5,43.0,-180.0,+160
Troy Niklas,ARI,1.0,1.0,13.0,0.0,TE,6.0,2015.0,a,PIT,1.8,4500.0,2.3,2500.0,True,-5.5,45.0,-250.0,+210
Derek Carrier,WAS,2.0,2.0,18.0,0.0,TE,4.0,2015.0,h,PHI,2.8,4500.0,3.8,2500.0,True,3.0,45.5,-155.0,+135
Eric Ebron,DET,3.0,2.0,22.0,0.0,TE,4.0,2015.0,a,SEA,3.2,5100.0,4.2,3500.0,True,10.0,43.0,-575.0,+425
Josh Hill,NO,1.0,0.0,0.0,0.0,TE,7.0,2015.0,a,IND,0.0,4700.0,0.0,2500.0,True,5.0,53.0,-240.0,+200
Jermaine Gresham,ARI,1.0,1.0,4.0,0.0,TE,1.0,2015.0,h,NOR,0.9,5300.0,1.4,2800.0,True,-2.5,48.5,-135.0,+115
Heath Miller,PIT,2.0,2.0,15.0,1.0,TE,2.0,2015.0,h,SFO,10.5,5400.0,11.5,3500.0,True,-6.0,46.0,-255.0,+215
Jacob Tamme,ATL,6.0,4.0,77.0,0.0,TE,2.0,2015.0,a,NYG,9.7,4700.0,11.7,2500.0,True,2.0,50.0,-130.0,+110
Jake Stoneburner,MIA,2.0,2.0,18.0,1.0,TE,2.0,2015.0,a,JAC,8.8,0.0,9.8,0.0,True,-6.0,42.0,-260.0,+220
Charles Clay,BUF,6.0,3.0,19.0,1.0,TE,2.0,2015.0,h,NWE,9.4,4800.0,10.9,3400.0,True,-1.0,44.5,-120.0,+100
Jordan Reed,WAS,6.0,6.0,82.0,0.0,TE,2.0,2015.0,h,STL,11.2,5000.0,14.2,3700.0,True,3.0,41.0,-175.0,+155
Richard Rodgers,GB,4.0,3.0,23.0,1.0,TE,2.0,2015.0,h,SEA,11.8,4700.0,13.3,2500.0,True,-3.0,49.5,-180.0,+160
Larry Donnell,NYG,6.0,4.0,28.0,1.0,TE,2.0,2015.0,h,ATL,10.8,5300.0,12.8,3100.0,True,-2.0,50.0,-130.0,+110
Kyle Rudolph,MIN,7.0,5.0,30.0,1.0,TE,2.0,2015.0,h,DET,11.5,5100.0,14.0,3500.0,True,-2.5,44.0,-145.0,+125
Eric Ebron,DET,10.0,5.0,43.0,1.0,TE,2.0,2015.0,a,MIN,12.8,4800.0,15.3,3300.0,True,2.5,44.0,-145.0,+125
Tyler Eifert,CIN,5.0,4.0,49.0,1.0,TE,2.0,2015.0,h,SDG,12.9,5900.0,14.9,4200.0,True,-3.5,48.0,-180.0,+160
Anthony Fasano,TEN,7.0,5.0,84.0,1.0,TE,2.0,2015.0,a,CLE,16.9,4600.0,19.4,2500.0,True,-1.0,41.0,-115.0, -105
Rob Gronkowski,NE,13.0,7.0,113.0,1.0,TE,2.0,2015.0,a,BUF,20.8,8300.0,27.3,7300.0,True,1.0,44.5,-120.0,+100
Crockett Gillmore,BAL,6.0,5.0,88.0,2.0,TE,2.0,2015.0,a,OAK,23.3,4500.0,25.8,2500.0,True,-6.0,42.0,-260.0,+220
Nic Jacobs,JAC,1.0,0.0,0.0,0.0,TE,1.0,2015.0,h,CAR,0.0,4500.0,0.0,2500.0,True,3.0,41.0,-150.0,+130
Clay Harbor,JAC,1.0,0.0,0.0,0.0,TE,1.0,2015.0,h,CAR,0.0,4500.0,0.0,2500.0,True,3.0,41.0,-150.0,+130
Jeff Cumberland,NYJ,0.0,0.0,0.0,0.0,TE,1.0,2015.0,h,CLE,0.0,4900.0,0.0,2500.0,True,-3.5,38.5,-190.0,+170
Clive Walford,OAK,2.0,1.0,1.0,0.0,TE,1.0,2015.0,h,CIN,0.6,4500.0,1.1,2700.0,True,3.0,43.0,-155.0,+135
Rhett Ellison,MIN,2.0,1.0,3.0,0.0,TE,1.0,2015.0,a,SFO,0.8,4600.0,1.3,2500.0,True,-2.5,42.5,-145.0,+125
Levine Toilolo,ATL,1.0,1.0,4.0,0.0,TE,1.0,2015.0,h,PHI,0.9,4500.0,1.4,2500.0,True,3.0,56.0,-185.0,+165
Virgil Green,DEN,3.0,2.0,12.0,1.0,TE,2.0,2015.0,a,KAN,8.2,4500.0,9.2,2500.0,True,3.0,42.0,-165.0,+145
Greg Olsen,CAR,14.0,6.0,70.0,0.0,TE,2.0,2015.0,h,HOU,10.0,6000.0,13.0,4900.0,True,-3.0,41.0,-145.0,+125
Garrett Graham,HOU,5.0,1.0,7.0,1.0,TE,2.0,2015.0,a,CAR,7.2,4600.0,7.7,2500.0,True,3.0,41.0,-145.0,+125
Scott Chandler,NE,5.0,3.0,23.0,0.0,TE,2.0,2015.0,a,BUF,3.8,4900.0,5.3,2600.0,True,1.0,44.5,-120.0,+100
Zach Miller,CHI,2.0,2.0,14.0,0.0,TE,2.0,2015.0,h,ARI,2.4,0.0,3.4,2500.0,True,2.0,46.0,-130.0,+110
Michael Williams,NE,1.0,1.0,15.0,0.0,TE,2.0,2015.0,a,BUF,2.0,,2.5,2500.0,False,1.0,44.5,-120.0,+100
Mychal Rivera,OAK,5.0,3.0,15.0,0.0,TE,2.0,2015.0,h,BAL,3.0,4900.0,4.5,2500.0,True,6.0,42.0,-260.0,+220
Lance Kendricks,STL,2.0,1.0,15.0,0.0,TE,2.0,2015.0,a,WAS,2.0,4600.0,2.5,2700.0,True,-3.0,41.0,-175.0,+155
Gavin Escobar,DAL,3.0,2.0,16.0,0.0,TE,2.0,2015.0,a,PHI,0.6,4500.0,2.6,2500.0,True,6.5,54.0,-280.0,+240
Zach Ertz,PHI,7.0,3.0,17.0,0.0,TE,2.0,2015.0,h,DAL,3.2,5200.0,4.7,3600.0,True,-6.5,54.0,-280.0,+240
Gary Barnidge,CLE,1.0,1.0,17.0,0.0,TE,2.0,2015.0,h,TEN,2.2,4500.0,2.7,2500.0,True,1.0,41.0,-115.0, -105
Owen Daniels,DEN,5.0,3.0,19.0,0.0,TE,2.0,2015.0,a,KAN,3.4,5000.0,4.9,3300.0,True,3.0,42.0,-165.0,+145
Luke Willson,SEA,4.0,2.0,36.0,0.0,TE,2.0,2015.0,a,GNB,4.6,4500.0,5.6,2500.0,True,3.0,49.5,-180.0,+160
Jordan Cameron,MIA,4.0,3.0,62.0,0.0,TE,2.0,2015.0,a,JAC,7.7,5500.0,9.2,4000.0,True,-6.0,42.0,-260.0,+220
Chase Coffman,TEN,6.0,4.0,42.0,0.0,TE,2.0,2015.0,a,CLE,6.2,4500.0,8.2,2500.0,True,-1.0,41.0,-115.0, -105
Ladarius Green,SD,6.0,5.0,47.0,0.0,TE,2.0,2015.0,a,CIN,7.2,5600.0,9.7,3500.0,True,3.5,48.0,-180.0,+160
Jared Cook,STL,7.0,5.0,47.0,0.0,TE,2.0,2015.0,a,WAS,7.2,5200.0,9.7,3000.0,True,-3.0,41.0,-175.0,+155
Martellus Bennett,CHI,6.0,4.0,48.0,0.0,TE,2.0,2015.0,h,ARI,6.8,6100.0,8.8,4500.0,True,2.0,46.0,-130.0,+110
James O'Shaughnessy,KC,2.0,2.0,54.0,0.0,TE,2.0,2015.0,h,DEN,6.4,4500.0,7.4,2500.0,True,-3.0,42.0,-165.0,+145
Jason Witten,DAL,8.0,7.0,56.0,0.0,TE,2.0,2015.0,a,PHI,9.1,6000.0,12.6,4300.0,True,6.5,54.0,-280.0,+240
Travis Kelce,KC,5.0,4.0,58.0,0.0,TE,2.0,2015.0,h,DEN,7.8,6600.0,9.8,5100.0,True,-3.0,42.0,-165.0,+145
Vernon Davis,SF,7.0,5.0,62.0,0.0,TE,2.0,2015.0,a,PIT,8.7,5100.0,11.2,3000.0,True,6.0,46.0,-255.0,+215
Mychal Rivera,OAK,2.0,1.0,4.0,0.0,TE,1.0,2015.0,h,CIN,0.9,5100.0,1.4,2700.0,True,3.0,43.0,-155.0,+135
Vance McDonald,SF,1.0,1.0,5.0,0.0,TE,1.0,2015.0,h,MIN,1.0,4500.0,1.5,2500.0,True,2.5,42.5,-145.0,+125
Ben Watson,NO,4.0,2.0,12.0,0.0,TE,2.0,2015.0,h,TAM,2.2,4500.0,3.2,3000.0,True,-9.0,47.0,-475.0,+375
Coby Fleener,IND,1.0,1.0,5.0,0.0,TE,1.0,2015.0,a,BUF,3.0,5100.0,3.5,3400.0,True,-1.0,44.5,-120.0,+100
Scott Chandler,NE,1.0,1.0,1.0,1.0,TE,1.0,2015.0,h,PIT,6.6,5100.0,7.1,2900.0,True,-7.0,51.0,-350.0,+290
Gavin Escobar,DAL,2.0,2.0,8.0,1.0,TE,1.0,2015.0,h,NYG,7.8,4500.0,8.8,2500.0,True,-7.0,52.5,-320.0,+260
Jordan Cameron,MIA,7.0,4.0,73.0,0.0,TE,1.0,2015.0,a,WAS,9.3,5500.0,11.3,3800.0,True,-4.0,45.5,-210.0,+180
Dwayne Allen,IND,6.0,3.0,17.0,1.0,TE,1.0,2015.0,a,BUF,9.2,5400.0,10.7,3400.0,True,-1.0,44.5,-120.0,+100
Heath Miller,PIT,11.0,8.0,84.0,0.0,TE,1.0,2015.0,a,NWE,12.4,5500.0,16.4,3300.0,True,7.0,51.0,-350.0,+290
Jared Cook,STL,6.0,5.0,85.0,0.0,TE,1.0,2015.0,h,SEA,11.0,5200.0,13.5,2900.0,True,3.5,41.0,-185.0,+165
Lance Kendricks,STL,2.0,2.0,42.0,1.0,TE,1.0,2015.0,h,SEA,11.2,4800.0,12.2,2500.0,True,3.5,41.0,-185.0,+165
Delanie Walker,TEN,3.0,3.0,43.0,1.0,TE,1.0,2015.0,a,TAM,11.8,5400.0,13.3,3400.0,True,3.0,40.5,-145.0,+125
Jimmy Graham,SEA,8.0,6.0,51.0,1.0,TE,1.0,2015.0,a,STL,14.1,6900.0,17.1,5600.0,True,-3.5,41.0,-185.0,+165
Eric Ebron,DET,5.0,4.0,53.0,1.0,TE,1.0,2015.0,a,SDG,13.3,5000.0,15.3,2900.0,True,3.5,45.5,-185.0,+165
Martellus Bennett,CHI,7.0,5.0,55.0,1.0,TE,1.0,2015.0,h,GNB,14.0,6200.0,16.5,4300.0,True,6.5,48.5,-290.0,+245
Jordan Reed,WAS,11.0,7.0,63.0,1.0,TE,1.0,2015.0,h,MIA,15.8,5000.0,19.3,3300.0,True,4.0,45.5,-210.0,+180
Ladarius Green,SD,6.0,5.0,74.0,1.0,TE,1.0,2015.0,h,DET,15.9,5700.0,18.4,3500.0,True,-3.5,45.5,-185.0,+165
Darren Fells,ARI,5.0,4.0,82.0,1.0,TE,1.0,2015.0,h,NOR,16.2,4500.0,18.2,2500.0,True,-2.5,48.5,-135.0,+115
Jason Witten,DAL,8.0,8.0,60.0,2.0,TE,1.0,2015.0,h,NYG,22.0,5800.0,26.0,4000.0,True,-7.0,52.5,-320.0,+260
Tyler Eifert,CIN,12.0,9.0,104.0,2.0,TE,1.0,2015.0,a,OAK,26.9,5000.0,34.4,3500.0,True,-3.0,43.0,-155.0,+135
Travis Kelce,KC,6.0,6.0,106.0,2.0,TE,1.0,2015.0,a,HOU,25.6,6000.0,31.6,4800.0,True,-1.0,40.5,-115.0, -105
Austin Seferian-Jenkins,TB,7.0,5.0,110.0,2.0,TE,1.0,2015.0,h,TEN,25.5,4700.0,31.0,3400.0,True,-3.0,40.5,-145.0,+125
Rob Gronkowski,NE,8.0,5.0,94.0,3.0,TE,1.0,2015.0,h,PIT,29.9,8100.0,32.4,7000.0,True,-7.0,51.0,-350.0,+290
Kyle Rudolph,MIN,7.0,5.0,53.0,0.0,TE,1.0,2015.0,a,SFO,7.8,5300.0,10.3,3500.0,True,-2.5,42.5,-145.0,+125
Vernon Davis,SF,6.0,3.0,47.0,0.0,TE,1.0,2015.0,h,MIN,6.2,5300.0,7.7,3100.0,True,2.5,42.5,-145.0,+125
Zach Ertz,PHI,8.0,3.0,46.0,0.0,TE,1.0,2015.0,a,ATL,6.1,5400.0,7.6,3600.0,True,-3.0,56.0,-185.0,+165
Ryan Griffin,HOU,4.0,1.0,18.0,0.0,TE,1.0,2015.0,h,KAN,,,2.8,2500.0,False,1.0,40.5,-115.0, -105
Owen Daniels,DEN,2.0,2.0,5.0,0.0,TE,1.0,2015.0,h,BAL,1.5,5500.0,2.5,3400.0,True,-4.5,46.5,-230.0,+190
Brent Celek,PHI,1.0,1.0,6.0,0.0,TE,1.0,2015.0,a,ATL,1.1,4500.0,1.6,2500.0,True,-3.0,56.0,-185.0,+165
Derek Carrier,WAS,2.0,2.0,8.0,0.0,TE,1.0,2015.0,h,MIA,1.8,4500.0,2.8,2500.0,True,4.0,45.5,-210.0,+180
Ed Dickson,CAR,2.0,1.0,9.0,0.0,TE,1.0,2015.0,a,JAC,1.4,4600.0,1.9,2500.0,True,-3.0,41.0,-150.0,+130
Greg Olsen,CAR,3.0,1.0,11.0,0.0,TE,1.0,2015.0,a,JAC,1.6,5900.0,2.1,5300.0,True,-3.0,41.0,-150.0,+130
Jim Dray,CLE,3.0,1.0,13.0,0.0,TE,1.0,2015.0,a,NYJ,1.8,4500.0,2.3,2500.0,True,3.5,38.5,-190.0,+170
Malcolm Johnson,CLE,2.0,2.0,14.0,0.0,TE,1.0,2015.0,a,NYJ,2.4,4500.0,,,False,3.5,38.5,-190.0,+170
Maxx Williams,BAL,2.0,1.0,15.0,0.0,TE,1.0,2015.0,a,DEN,2.0,4800.0,2.5,2700.0,True,4.5,46.5,-230.0,+190
Anthony Fasano,TEN,1.0,1.0,18.0,0.0,TE,1.0,2015.0,a,TAM,2.3,4500.0,2.8,2500.0,True,3.0,40.5,-145.0,+125
Charles Clay,BUF,4.0,4.0,43.0,0.0,TE,1.0,2015.0,h,IND,6.3,5000.0,8.3,3700.0,True,1.0,44.5,-120.0,+100
Ben Watson,NO,5.0,3.0,19.0,0.0,TE,1.0,2015.0,a,ARI,3.4,4600.0,4.9,2600.0,True,2.5,48.5,-135.0,+115
Jacob Tamme,ATL,3.0,3.0,19.0,0.0,TE,1.0,2015.0,h,PHI,3.4,4900.0,4.9,2600.0,True,3.0,56.0,-185.0,+165
Larry Donnell,NYG,4.0,3.0,21.0,0.0,TE,1.0,2015.0,a,DAL,3.6,5300.0,5.1,3200.0,True,7.0,52.5,-320.0,+260
Crockett Gillmore,BAL,4.0,2.0,23.0,0.0,TE,1.0,2015.0,a,DEN,3.3,4700.0,4.3,2500.0,True,4.5,46.5,-230.0,+190
Daniel Fells,NYG,4.0,3.0,33.0,0.0,TE,1.0,2015.0,a,DAL,4.8,4500.0,6.3,2500.0,True,7.0,52.5,-320.0,+260
Richard Rodgers,GB,3.0,3.0,27.0,0.0,TE,1.0,2015.0,a,CHI,5.3,4900.0,6.8,2500.0,True,-6.5,48.5,-290.0,+245
Gary Barnidge,CLE,5.0,3.0,38.0,0.0,TE,1.0,2015.0,a,NYJ,5.3,4500.0,6.8,2500.0,True,3.5,38.5,-190.0,+170
Garrett Celek,SF,4.0,3.0,40.0,0.0,TE,1.0,2015.0,h,MIN,5.5,4500.0,7.0,2500.0,True,2.5,42.5,-145.0,+125
Craig Stevens,TEN,1.0,1.0,13.0,0.0,TE,2.0,2015.0,a,CLE,1.8,4500.0,2.3,2500.0,True,-1.0,41.0,-115.0, -105
Blake Bell,SF,3.0,1.0,11.0,0.0,TE,2.0,2015.0,a,PIT,1.6,4500.0,2.1,2500.0,True,6.0,46.0,-255.0,+215
Jared Cook,STL,6.0,3.0,22.0,0.0,TE,4.0,2015.0,a,ARI,3.7,5400.0,5.2,3000.0,True,7.0,43.5,-320.0,+270
Heath Miller,PIT,3.0,2.0,17.0,0.0,TE,3.0,2015.0,a,STL,2.7,5800.0,3.7,3500.0,True,1.0,48.5,-120.0,+100
Martellus Bennett,CHI,13.0,11.0,83.0,1.0,TE,4.0,2015.0,h,OAK,19.8,5500.0,25.3,4500.0,True,3.0,44.5,-175.0,+155
Marcedes Lewis,JAC,2.0,0.0,0.0,0.0,TE,3.0,2015.0,a,NWE,0.0,4700.0,0.0,2500.0,True,14.0,49.0,-1400.0,+800
Tyler Eifert,CIN,3.0,0.0,0.0,0.0,TE,3.0,2015.0,a,BAL,0.0,5900.0,0.0,4800.0,True,1.5,45.5,-125.0,+105
Blake Bell,SF,1.0,1.0,0.0,0.0,TE,3.0,2015.0,a,ARI,0.5,4500.0,1.0,2500.0,True,7.0,45.0,-315.0,+260
David Johnson,SD,0.0,0.0,0.0,0.0,TE,3.0,2015.0,a,MIN,0.2,4500.0,0.2,2800.0,True,2.0,45.5,-135.0,+115
Levine Toilolo,ATL,1.0,1.0,6.0,0.0,TE,3.0,2015.0,a,DAL,3.1,4500.0,3.6,2500.0,True,-0.0,43.5,-110.0, -110
Jared Cook,STL,3.0,1.0,7.0,0.0,TE,3.0,2015.0,h,PIT,1.2,5400.0,1.7,2800.0,True,-1.0,48.5,-120.0,+100
Jacob Tamme,ATL,1.0,1.0,8.0,0.0,TE,3.0,2015.0,a,DAL,1.3,4900.0,1.8,2800.0,True,-0.0,43.5,-110.0, -110
Lee Smith,OAK,1.0,1.0,8.0,0.0,TE,3.0,2015.0,a,CLE,1.3,0.0,1.8,2500.0,True,3.5,44.0,-180.0,+160
Garrett Graham,HOU,1.0,1.0,9.0,0.0,TE,3.0,2015.0,h,TAM,1.4,4600.0,1.9,2500.0,True,-6.0,41.0,-260.0,+220
Josh Hill,NO,1.0,1.0,10.0,0.0,TE,3.0,2015.0,a,CAR,1.5,4900.0,2.0,2500.0,True,9.5,43.0,-450.0,+350
Jeff Cumberland,NYJ,4.0,2.0,10.0,0.0,TE,3.0,2015.0,h,PHI,2.0,4700.0,3.0,2500.0,True,-3.0,47.0,-170.0,+150
Lance Kendricks,STL,5.0,2.0,12.0,0.0,TE,3.0,2015.0,h,PIT,2.2,4600.0,3.2,2700.0,True,-1.0,48.5,-120.0,+100
Jake Stoneburner,MIA,1.0,1.0,13.0,0.0,TE,3.0,2015.0,h,BUF,1.8,0.0,2.3,2500.0,True,-1.0,43.5,-120.0,+100
Darren Fells,ARI,2.0,1.0,13.0,0.0,TE,3.0,2015.0,h,SFO,1.8,4900.0,2.3,2500.0,True,-7.0,45.0,-315.0,+260
Kyle Rudolph,MIN,5.0,2.0,14.0,0.0,TE,3.0,2015.0,h,SDG,2.4,5300.0,3.4,3300.0,True,-2.0,45.5,-135.0,+115
Andrew Quarless,GB,2.0,2.0,14.0,0.0,TE,3.0,2015.0,h,KAN,2.4,4800.0,3.4,2500.0,True,-5.5,47.5,-240.0,+200
Richard Rodgers,GB,4.0,2.0,15.0,0.0,TE,3.0,2015.0,h,KAN,2.5,4900.0,3.5,2500.0,True,-5.5,47.5,-240.0,+200
Martellus Bennett,CHI,5.0,4.0,15.0,0.0,TE,3.0,2015.0,a,SEA,3.5,5600.0,5.5,4600.0,True,16.5,43.5,-2400.0,+1100
Coby Fleener,IND,12.0,9.0,83.0,1.0,TE,4.0,2015.0,h,JAC,18.8,4900.0,23.3,3200.0,True,-4.0,43.5,-200.0,+170
Gary Barnidge,CLE,6.0,6.0,75.0,1.0,TE,4.0,2015.0,a,SDG,16.5,5000.0,19.5,3100.0,True,5.0,44.5,-240.0,+200
Ladarius Green,SD,6.0,4.0,53.0,1.0,TE,4.0,2015.0,h,CLE,13.3,5600.0,15.3,3200.0,True,-5.0,44.5,-240.0,+200
Marcedes Lewis,JAC,8.0,5.0,40.0,0.0,TE,4.0,2015.0,a,IND,6.5,4700.0,9.0,2500.0,True,4.0,43.5,-200.0,+170
Tim Wright,DET,2.0,1.0,26.0,0.0,TE,4.0,2015.0,a,SEA,3.1,4500.0,3.6,2500.0,True,10.0,43.0,-575.0,+425
Garrett Celek,SF,5.0,3.0,26.0,0.0,TE,4.0,2015.0,h,GNB,4.1,4500.0,5.6,2500.0,True,7.5,48.0,-360.0,+300
Greg Olsen,CAR,6.0,2.0,28.0,0.0,TE,4.0,2015.0,a,TAM,3.8,6300.0,4.8,5400.0,True,-3.0,40.5,-160.0,+140
Jimmy Graham,SEA,5.0,4.0,29.0,0.0,TE,4.0,2015.0,h,DET,4.9,6600.0,6.9,6000.0,True,-10.0,43.0,-575.0,+425
Ben Watson,NO,3.0,3.0,30.0,0.0,TE,4.0,2015.0,h,DAL,4.5,4600.0,6.0,2600.0,True,-3.0,48.5,-155.0,+135
Clay Harbor,JAC,6.0,4.0,31.0,0.0,TE,4.0,2015.0,a,IND,5.1,4800.0,7.1,2500.0,True,4.0,43.5,-200.0,+170
Jordan Reed,WAS,8.0,5.0,37.0,0.0,TE,4.0,2015.0,h,PHI,4.2,5600.0,7.7,4500.0,True,3.0,45.5,-155.0,+135
Larry Donnell,NYG,7.0,5.0,38.0,0.0,TE,4.0,2015.0,a,BUF,6.3,5200.0,8.8,2900.0,True,6.0,46.5,-265.0,+225
Travis Kelce,KC,7.0,5.0,49.0,0.0,TE,4.0,2015.0,a,CIN,5.4,6400.0,8.9,5300.0,True,3.5,45.0,-175.0,+155
Charles Clay,BUF,13.0,9.0,111.0,0.0,TE,4.0,2015.0,h,NYG,15.6,5200.0,23.1,3300.0,True,-6.0,46.5,-265.0,+225
Jason Witten,DAL,6.0,4.0,57.0,0.0,TE,4.0,2015.0,a,NOR,7.7,6000.0,9.7,4400.0,True,3.0,48.5,-155.0,+135
John Phillips,SD,2.0,1.0,1.0,1.0,TE,4.0,2015.0,h,CLE,6.6,4500.0,7.1,2500.0,True,-5.0,44.5,-240.0,+200
Tyler Eifert,CIN,4.0,3.0,69.0,0.0,TE,4.0,2015.0,h,KAN,8.4,5700.0,9.9,4600.0,True,-3.5,45.0,-175.0,+155
Owen Daniels,DEN,5.0,2.0,9.0,1.0,TE,4.0,2015.0,h,MIN,7.9,4600.0,8.9,2700.0,True,-7.0,43.5,-315.0,+265
Brent Celek,PHI,2.0,1.0,10.0,1.0,TE,4.0,2015.0,a,WAS,7.5,4500.0,8.0,2500.0,True,-3.0,45.5,-155.0,+135
Josh Hill,NO,2.0,2.0,11.0,1.0,TE,4.0,2015.0,h,DAL,8.1,4800.0,9.1,2500.0,True,-3.0,48.5,-155.0,+135
Jake Stoneburner,MIA,2.0,2.0,16.0,1.0,TE,4.0,2015.0,h,NYJ,8.6,4600.0,9.6,2500.0,True,2.5,42.5,-145.0,+125
Richard Rodgers,GB,6.0,5.0,45.0,1.0,TE,4.0,2015.0,a,SFO,13.0,4900.0,15.5,2500.0,True,-7.5,48.0,-360.0,+300
Jordan Cameron,MIA,8.0,3.0,16.0,0.0,TE,3.0,2015.0,h,BUF,3.1,5400.0,4.6,3800.0,True,-1.0,43.5,-120.0,+100
Brandon Myers,TB,4.0,3.0,18.0,0.0,TE,3.0,2015.0,a,HOU,3.3,4500.0,4.8,2500.0,True,6.0,41.0,-260.0,+220
Jimmy Graham,SEA,2.0,1.0,11.0,0.0,TE,2.0,2015.0,a,GNB,1.6,7100.0,2.1,5800.0,True,3.0,49.5,-180.0,+160
Ed Dickson,CAR,3.0,2.0,19.0,0.0,TE,3.0,2015.0,h,NOR,2.9,4500.0,3.9,2500.0,True,-9.5,43.0,-450.0,+350
Jordan Reed,WAS,9.0,6.0,96.0,0.0,TE,3.0,2015.0,a,NYG,12.6,5300.0,15.6,3800.0,True,3.0,45.0,-165.0,+145
Rob Gronkowski,NE,7.0,4.0,101.0,0.0,TE,3.0,2015.0,h,JAC,12.1,8400.0,17.1,7400.0,True,-14.0,49.0,-1400.0,+800
Clay Harbor,JAC,5.0,3.0,43.0,1.0,TE,3.0,2015.0,a,NWE,11.8,4500.0,13.3,2500.0,True,14.0,49.0,-1400.0,+800
Charles Clay,BUF,7.0,5.0,82.0,1.0,TE,3.0,2015.0,a,MIA,16.7,4900.0,19.2,3100.0,True,1.0,43.5,-120.0,+100
Jimmy Graham,SEA,8.0,7.0,83.0,1.0,TE,3.0,2015.0,h,CHI,17.8,6300.0,21.3,5800.0,True,-16.5,43.5,-2400.0,+1100
Gary Barnidge,CLE,10.0,6.0,105.0,1.0,TE,3.0,2015.0,h,OAK,19.5,4500.0,25.5,2500.0,True,-3.5,44.0,-180.0,+160
Greg Olsen,CAR,11.0,8.0,134.0,2.0,TE,3.0,2015.0,h,NOR,29.4,5900.0,36.4,4800.0,True,-9.5,43.0,-450.0,+350
Geoff Swaim,DAL,1.0,1.0,0.0,0.0,TE,2.0,2015.0,a,PHI,0.5,,1.0,0.0,False,6.5,54.0,-280.0,+240
Marcedes Lewis,JAC,4.0,0.0,0.0,0.0,TE,2.0,2015.0,h,MIA,0.0,4700.0,0.0,2500.0,True,6.0,42.0,-260.0,+220
Coby Fleener,IND,0.0,0.0,0.0,0.0,TE,2.0,2015.0,h,NYJ,0.0,4900.0,0.0,3000.0,True,-6.0,46.0,-265.0,+225
Jeff Cumberland,NYJ,0.0,0.0,0.0,0.0,TE,2.0,2015.0,a,IND,0.0,4700.0,0.0,2500.0,True,6.0,46.0,-265.0,+225
Matthew Mulligan,BUF,1.0,1.0,2.0,0.0,TE,2.0,2015.0,h,NWE,0.7,0.0,1.2,2500.0,True,-1.0,44.5,-120.0,+100
Josh Hill,NO,4.0,1.0,2.0,0.0,TE,2.0,2015.0,h,TAM,0.7,5000.0,1.2,2600.0,True,-9.0,47.0,-475.0,+375
Jerome Cunningham,NYG,3.0,1.0,3.0,0.0,TE,2.0,2015.0,h,ATL,0.8,,1.3,0.0,False,-2.0,50.0,-130.0,+110
Clive Walford,OAK,2.0,1.0,4.0,0.0,TE,2.0,2015.0,h,BAL,0.9,4500.0,1.4,2500.0,True,6.0,42.0,-260.0,+220
Jermaine Gresham,ARI,1.0,1.0,5.0,0.0,TE,2.0,2015.0,a,CHI,1.0,5300.0,1.5,2600.0,True,-2.0,46.0,-130.0,+110
Lee Smith,OAK,1.0,1.0,6.0,0.0,TE,2.0,2015.0,h,BAL,1.1,0.0,1.6,2500.0,True,6.0,42.0,-260.0,+220
Maxx Williams,BAL,1.0,1.0,8.0,0.0,TE,2.0,2015.0,a,OAK,1.3,4600.0,1.8,2500.0,True,-6.0,42.0,-260.0,+220
